"kreis","key","year","V","P","A","total_pop","bpcr","bpcr_L","pgr_log","lcr_log","lcrpgr_log","ln_density","urban_pop_share","ln_gdp","int_migr"
"Berlin","berlin",2020,150706564.411765,3583535.91639949,747091607.444658,3664088,-0.00581256372324521,0.000623160952694437,0.0100205573930003,0.00420799366975512,0.419936087856204,8.47567274567233,0.978015789031129,3.75466722322645,-1.60999997854233
"Bernkastel-Wittlich","bernkastelwittlich",1990,1867540,18179.1696545277,14016044.921875,NA,0.00564831393736547,NA,0.0071645714281563,0.0128128853655217,1.78836731464047,7.16782895388871,NA,NA,NA
"Bernkastel-Wittlich","bernkastelwittlich",1995,2481280,23943.2934362227,20022747.8125,113201,0.00174813045804573,0.00564831393736547,0.0550823693930643,0.05683049985111,1.03173666051965,7.08657452224507,0.211511324424897,2.88591741180426,6.57000017166138
"Bernkastel-Wittlich","bernkastelwittlich",2000,2814410,25195.7190960394,23026121.3378906,113899,0.014998450049519,0.00174813045804573,0.0101971683684157,0.0251956184179347,2.47084460191661,6.99780010008636,0.221211065031646,2.94916464573074,2.24200003147125
"Bernkastel-Wittlich","bernkastelwittlich",2005,3367755,28543.4368691943,30034106.25,113960,0.0109481554752168,0.014998450049519,0.0249505849480165,0.0358987404232333,1.43879353923071,6.8568486957584,0.250468908996089,3.05305735458194,0.477999991178512
"Bernkastel-Wittlich","bernkastelwittlich",2010,3532473,28424.5282226247,30034106.25,111073,0.0103852854849419,0.0109481554752168,-0.00083491709113773,0.00955036839380416,-11.4387027109363,6.85267411030271,0.255908530629628,3.22605004073597,-2.81599998474121
"Bernkastel-Wittlich","bernkastelwittlich",2015,4653058,34384.9755448382,41046764.3652344,111828,0.0170318352600099,0.0103852854849419,0.038073453865167,0.0551052891251769,1.44734148155632,6.73066297954283,0.307480913052529,3.39350119040436,-0.419999969005587
"Bernkastel-Wittlich","bernkastelwittlich",2020,4733069,33884.6472225692,40045614.8339844,112685,0.00634137509807632,0.0170318352600099,-0.0029315368084421,0.00340983828963416,-1.1631572490629,6.74069813126087,0.300702375849219,3.49347270415062,0.0279999852180471
"Biberach","biberach",1990,5980701,67300.1391589218,55981702.9483418,NA,0.00531599426152948,NA,0.00502688124051592,0.0103428755020454,2.05751339790632,7.09189267909003,NA,NA,NA
"Biberach","biberach",1995,6544337,69851.0082278536,57983162.420998,175622,0.0105720189922986,0.00531599426152948,0.00744044307908182,0.0180124620713805,2.42088567574974,7.0939671334523,0.397734954777041,3.11927642256045,7.61999988555908
"Biberach","biberach",2000,7080263,71914.7996810889,58983910.8389668,182976,0.00991867952133113,0.0105720189922986,0.00582351215443895,0.0157421916757701,2.70321264183688,7.10597265046625,0.393028592171044,3.26842762112279,5.64600014686584
"Biberach","biberach",2005,8290745,78933.488017912,70992680.858498,188532,0.0129410570082543,0.00991867952133113,0.0186246986939528,0.0315657557022072,1.69483309345864,7.01378406778083,0.418674219856109,3.45978068897207,3.5159999370575
"Biberach","biberach",2010,8891277,80390.4927878072,71993389.7256855,189312,0.0103281010152147,0.0129410570082543,0.00365806925177824,0.0139861702669929,3.82337492932755,7.0180768938314,0.424645520557636,3.63679640639286,0.0839999943971648
"Biberach","biberach",2015,9656207,83183.1385192662,73994851.405373,194019,0.00967629845680484,0.0103281010152147,0.00682974899505816,0.016506047451863,2.41678683415838,7.02480442906192,0.428737074818787,3.85672171867056,1.77400008440018
"Biberach","biberach",2020,10325217.4392157,82734.573979999,74889528.2834291,202250,0.0144790725282134,0.00967629845680484,-0.00108141710823739,0.0133976554199761,-12.3889804571457,7.00737878725241,0.409070823139674,3.97236524592652,2.66600000858307
"Bielefeld","bielefeld",1990,18436482.5921569,298365.16619128,150321618.267651,NA,0.00180964975941411,NA,0.0113781179368766,0.0131877676962907,1.15904649340547,7.59329628468183,NA,NA,NA
"Bielefeld","bielefeld",1995,19619587.9607843,305191.789922245,153326444.537182,324066,0.00791494592664612,0.00180964975941411,0.00452445443378453,0.0124394003604307,2.74937023733612,7.59612640450829,0.941758129276891,3.20437111389456,-0.720000028610229
"Bielefeld","bielefeld",2000,20740496.6392157,302253.995220273,153788437.853006,321758,0.0130464772533369,0.00791494592664612,-0.00193453814580975,0.0111119391075271,-5.74397518684024,7.58344510891637,0.939382999708703,3.31236619574933,-1.00199998319149
"Bielefeld","bielefeld",2005,21797879.9137255,308722.413377127,158796538.429178,326925,0.00570994760677829,0.0130464772533369,0.00423496537859947,0.00994491298537779,2.3482867264116,7.57257406327608,0.944321827260463,3.35968072531765,3.05400004982948
"Bielefeld","bielefeld",2010,22804857.2431373,311328.707174822,163804630.147928,323270,0.00735081622895353,0.00570994760677829,0.00168135114087034,0.00903216736982381,5.37196969167808,7.54993013115013,0.963060931032333,3.46667292550982,-0.982000003382564
"Bielefeld","bielefeld",2015,23643398.8313725,313702.306166864,163804630.147928,333090,0.00570304602802904,0.00735081622895353,0.00151903528099585,0.00722208130902486,4.75438681337949,7.55752530755511,0.941794428433349,3.61979734197698,-0.385999989509583
"Bielefeld","bielefeld",2020,24499383.5568627,327476.796108747,166301113.181036,333509,-0.00148174696427524,0.00570304602802904,0.00859454686301382,0.0071127998987386,0.827594521515516,7.58537239998193,0.981912920217285,3.75020968056338,-6.78799986839295
"Birkenfeld","birkenfeld",1990,2449239.45098039,32181.4116724472,28029679.4836474,NA,0.0146631053760965,NA,0.00403563509892213,0.0186987404750185,4.63340713832446,7.04588035724039,NA,NA,NA
"Birkenfeld","birkenfeld",1995,2803648.45098039,34554.6419516605,33035151.1535692,90338,0.0127982303634599,0.0146631053760965,0.014230577437415,0.0270288078008749,1.8993472274576,6.95272499374801,0.382503951290271,2.85359252837959,3.0699999332428
"Birkenfeld","birkenfeld",2000,3090806.45098039,35336.3433658423,35037322.1594286,90294,0.0150280722828933,0.0127982303634599,0.00447401912385197,0.0195020914067453,4.35896469525028,6.91625342963986,0.39134763512351,2.92852356465944,0.721999990940095
"Birkenfeld","birkenfeld",2005,3151429.45098039,33194.525275351,32034019.2883349,87783,0.0163902260141056,0.0150280722828933,-0.0125054060869935,0.00388481992711212,-0.310651241558048,6.94334179909537,0.378142980706412,2.98921109879993,-1.8200000166893
"Birkenfeld","birkenfeld",2010,3323158.45098039,32122.6842680199,32034019.2883349,83243,0.0171764065772215,0.0163902260141056,-0.00656450108098398,0.0106119054962376,-1.61655933410965,6.91051929369045,0.385890516536164,3.13505932881938,-4.19799995422363
"Birkenfeld","birkenfeld",2015,3493444.45098039,31708.905713476,32034019.2883349,80615,0.0125874807343669,0.0171764065772215,-0.0025929753627183,0.00999450537164855,-3.85445442920482,6.89755441687686,0.393337539086721,3.29324091815569,-2.79400005936623
"Birkenfeld","birkenfeld",2020,3657180.45098039,31621.3539467664,32034019.2883349,80830,0.00971384246351764,0.0125874807343669,-0.000552985716185753,0.0091608567473319,-16.5661724691903,6.89478948829593,0.391208139883291,3.37997377378504,0.19400002360344
"Bochum","bochum",1990,18921037.4705882,383262.782703959,136190631.334835,NA,0.000349132696169125,NA,0.00554349059890503,0.0058926232950741,1.06298065991815,7.94242054435115,NA,NA,NA
"Bochum","bochum",1995,19937950.5294118,387248.564098154,136190631.334835,400395,0.00840093598882944,0.000349132696169125,0.00206918014280635,0.0104701161316358,5.06003122446148,7.95276644506518,0.967166333491063,3.09919099568127,-3.45000004768372
"Bochum","bochum",2000,20981493.3137255,377687.13400084,136191377.557142,391147,0.0152032814602263,0.00840093598882944,-0.00500012125526091,0.0102031602049653,-2.04058255471904,7.92776035955542,0.965588727513798,3.19499287815383,-2.58399996757507
"Bochum","bochum",2005,21510810.6980392,371676.19426937,136051523.546147,385626,0.00819159777787292,0.0152032814602263,-0.00320862707308068,0.00498297070479227,-1.5529915416465,7.91274464509047,0.963825557066613,3.18841661738349,0.234000051021574
"Bochum","bochum",2010,22022571.2980392,360678.392086168,135050031.319585,374737,0.0107097225336618,0.00819159777787292,-0.00600726981757697,0.00470245271608483,-0.782793658164927,7.89009664744764,0.962484067722611,3.32826817975515,-1.48199999332428
"Bochum","bochum",2015,22537368.5372549,346725.716156523,135050031.319585,364742,0.0125119033052777,0.0107097225336618,-0.00789053131726135,0.00462137198801634,-0.585685779854471,7.85064399086134,0.950605403700486,3.4423393323152,-1.42999995946884
"Bochum","bochum",2020,22962167.345098,371375.957664419,136335630.526494,364454,-0.0100015360671125,0.0125119033052777,0.0137361776899653,0.00373464162285275,0.271883613268997,7.90985047440048,1.01899267853946,3.55563368702408,-0.720000004768372
"Bodenseekreis","bodensee",1990,9536027.65098039,134799.625519151,92176976.4726792,NA,0.00815220314043808,NA,0.00817665224815264,0.0163288553885907,1.99700988779116,7.28783431290721,NA,NA,NA
"Bodenseekreis","bodensee",1995,10532128.254902,141551.036075188,97078309.0106771,192947,0.0100964997270277,0.00815220314043808,0.00977418212086968,0.0198706818478974,2.03297642730329,7.28489764782013,0.733626519589253,3.12938868506621,3.59999990463257
"Bodenseekreis","bodensee",2000,11428888.3254902,146377.768385148,99074698.5026271,199181,0.0096366781684782,0.0100964997270277,0.0067060807344931,0.0163427589029713,2.43700598755266,7.2980719177362,0.734898250260556,3.36211000617663,5.99399995803833
"Bodenseekreis","bodensee",2005,12103538.9333333,149207.014012691,102076555.123721,205446,0.00764194143698925,0.0096366781684782,0.00382879255405685,0.0114707339910461,2.99591420247935,7.28736690425745,0.72625903649957,3.46760919001643,5.84200000762939
"Bodenseekreis","bodensee",2010,13497967.4352941,159721.319411673,114350009.976103,208367,0.00818907692481548,0.00764194143698925,0.0136191690933223,0.0218082460181378,1.60129049494148,7.24192181421174,0.766538460560802,3.62220527191343,3.34200005531311
"Bodenseekreis","bodensee",2015,14171124.3294118,163859.516931869,115350635.415556,212201,0.00461767376776232,0.00818907692481548,0.00511578274301838,0.00973345651078071,1.90263289113756,7.25878824244546,0.772190126021411,3.79683662643795,4.45199999809265
"Bodenseekreis","bodensee",2020,14598114.6235294,164376.361029976,116351256.489775,217901,0.00530735248276625,0.00461767376776232,0.000629845254542972,0.00593719773730921,9.42643878712297,7.25330027299564,0.754362582227601,3.90479694804085,2.83999998569488
"Böblingen","boeblingen",1990,21497393.0313726,308344.587131013,179591003.680086,NA,0.00660049154468154,NA,0.00691832712328288,0.0135188186679644,1.95405889705161,7.44829116221828,NA,NA,NA
"Böblingen","boeblingen",1995,22783687.7411765,320373.58138083,184146308.612048,351027,0.00396866936630917,0.00660049154468154,0.00765396193940965,0.0116226313057188,1.51851177177597,7.46151243852012,0.912675040326898,3.40086398512898,4.32000017166138
"Böblingen","boeblingen",2000,24504679.9803922,333519.414663371,190254629.913622,364986,0.00652119341914268,0.00396866936630917,0.00804266437306922,0.0145638577922119,1.81082500980382,7.46909302513493,0.913786870354948,3.63758615972639,4.50999994277954
"Böblingen","boeblingen",2005,25605148.0941176,335441.653652579,194209715.405051,372155,0.00763647113403805,0.00652119341914268,0.00114939082156357,0.00878586195560166,7.64392910641991,7.45426472919561,0.901349313196326,3.55277331674605,1.80000001788139
"Böblingen","boeblingen",2010,26866367.9058824,339021.481853163,199239383.978274,371396,0.00749327418803023,0.00763647113403805,0.0021230882038868,0.00961636239191704,4.52942198742006,7.4393117163107,0.91283019163686,3.89243233076608,-0.419999980926516
"Böblingen","boeblingen",2015,28080139.345098,345161.023841685,203060297.502784,381281,0.00524794613549018,0.00749327418803023,0.00358951404918352,0.00883746018467368,2.46202133870569,7.43826335592931,0.90526678182675,4.14170513115644,3.46399996876716
"Böblingen","boeblingen",2020,29171870.5882353,347953.145670416,207937471.210926,392898,0.00601711589126898,0.00524794613549018,0.00161135758292645,0.00762847347419542,4.73419032189059,7.42258569548579,0.8856068131434,4.10115465162478,0.438000041246415
"Börde","boerde",1990,4327156.33333333,54950.8557398411,36827760.4104626,NA,0.0173977068467099,NA,-0.0220369700519179,-0.00463926320520798,0.21052182737818,7.30794261300492,NA,NA,NA
"Börde","boerde",1995,4837239.04705882,53688.0440756566,37829440.7034314,192052,0.0269364885598809,0.0173977068467099,-0.00464978399542406,0.0222867045644569,-4.79306234147429,7.25785795873309,0.279549518232857,2.53607494542344,17.6399993896484
"Börde","boerde",2000,6204178.70196078,57905.7371227599,47035435.0197112,198907,0.0346505606936444,0.0269364885598809,0.0151252265208547,0.0497757872144991,3.29091185152621,7.11567049116896,0.291119654525783,2.66583836025124,9.54000007510186
"Börde","boerde",2005,6332445.33333333,54153.3241538508,45032076.640805,190080,0.0174921055804282,0.0346505606936444,-0.0133994213946939,0.00409268418573431,-0.305437381598805,7.0921995883487,0.284897538688188,2.8524390993251,-4.80999999046326
"Börde","boerde",2010,6673563.63529412,52185.3068798955,47290624.3624349,178880,0.0178971813682091,0.0174921055804282,-0.00740367631516602,0.0104935050530431,-1.41733709124313,7.00624419744049,0.29173360286167,3.08145119097247,-7.52799997329712
"Börde","boerde",2015,6110729.41568627,44450.4539371257,40087607.8781863,173473,0.0144635909881275,0.0178971813682091,-0.0320851607306398,-0.0176215697425123,0.549212450280311,7.0110631971151,0.256238457495551,3.26155210499716,-0.137999963760376
"Börde","boerde",2020,5564172.26666667,37469.505040082,34009369.6845703,170567,0.015429971764798,0.0144635909881275,-0.0341695541993911,-0.0187395824345931,0.548429233967796,7.00464661659254,0.21967616854422,3.3854067190083,1.81000002324581
"Bonn","bonn",1990,15657982.3254902,290580.431738584,113602852.523231,NA,0.00756892751743413,NA,-0.00157638973062416,0.00599253778680998,-3.80143163228884,7.8469270741949,NA,NA,NA
"Bonn","bonn",1995,16451747.454902,291601.867742344,113602852.523231,291431,0.00918837325776511,0.00756892751743413,0.000701798768359912,0.00989017202612501,14.0926038517254,7.8504360680367,1.00058630599471,3.86430223080568,-11.6700000762939
"Bonn","bonn",2000,17261726.8941176,300956.218559751,113602852.523231,302247,0.00329692740172845,0.00918837325776511,0.0063150791227184,0.00961200652444689,1.52207222390419,7.88201146365029,0.995729382127037,4.01854282960202,4.04799989908933
"Bonn","bonn",2005,17807977.7098039,311041.029546437,114979264.21515,312818,-0.000361044003294671,0.00329692740172845,0.00659200607998435,0.00623096207668968,0.945230025744223,7.90292830932909,0.994319475050788,4.03847945896243,4.18999991416931
"Bonn","bonn",2010,18326714.8980392,313284.805239986,114979264.21515,324899,0.00430508331197477,-0.000361044003294671,0.00143757328560741,0.00574265659758214,3.9946878917938,7.91011617575712,0.964252907026448,4.19915488535304,5.44800000190735
"Bonn","bonn",2015,18830191.8352941,315349.995858162,114979264.21515,318809,0.00410625645450185,0.00430508331197477,0.00131408445358983,0.00542034090809169,4.124804074262,7.91668659802507,0.989150230571165,4.21597208187022,-1.18800003901124
"Bonn","bonn",2020,19228338.2,327371.375485202,114979264.21515,330579,-0.00329770057996264,0.00410625645450185,0.00748242226890449,0.00418472168894183,0.559273660126445,7.95409870936959,0.990296950154733,4.35439846363485,-6.01799996197224
"Borken","borken",1990,18228297.027451,219588.67264787,132947586.516625,NA,0.00903547494483055,NA,0.00330505837049931,0.0123405333153298,3.73383218447228,7.40955644132975,NA,NA,NA
"Borken","borken",1995,20682480.8980392,227434.894703302,140960371.741234,342688,0.0182407892722904,0.00903547494483055,0.00702157875008174,0.0252623680223721,3.59781879852562,7.38614049989312,0.663679191285665,2.99623216003401,8.21000003814697
"Borken","borken",2000,24158075.1764706,236523.629001949,152943696.084647,359573,0.0232295195390932,0.0182407892722904,0.00783681876966681,0.03106633830876,3.96415168218581,7.34373353891938,0.657790292936201,3.09738589971267,2.69199998378754
"Borken","borken",2005,25734409.1137255,237071.926799483,155948602.012381,369112,0.0121789605677839,0.0232295195390932,0.00046309390853735,0.0126420544763213,27.2991163201656,7.32659238399798,0.642276400657479,3.14458318084096,-3.30600004196167
"Borken","borken",2010,27950308.3372549,244274.148664853,162959709.170584,369633,0.0105343375763362,0.0121789605677839,0.00598551419532031,0.0165198517716565,2.75997203123707,7.31254344640648,0.660855899405228,3.33398860476944,-6.59199991226197
"Borken","borken",2015,29858046.0901961,248723.241794063,169971128.281913,369666,0.00959529561808347,0.0105343375763362,0.00360992898032634,0.0132052245984098,3.65802891701655,7.28846748956648,0.672832345398449,3.53660197424685,-22.1819997787476
"Borken","borken",2020,30989751.7098039,246495.54299159,169942355.996435,371898,0.00923981859427948,0.00959529561808347,-0.00179937748523365,0.0074404411090458,-4.13500845159216,7.27963989395648,0.662804164022368,3.66612242796628,-0.624000036716461
"Bottrop","bottrop",1990,7527880.41568627,110786.640370888,49581345.3762829,NA,0.00135049588477916,NA,0.00398994628413826,0.0053404421689174,1.33847470331817,7.71174681005326,NA,NA,NA
"Bottrop","bottrop",1995,7989788.84705882,113538.223326631,49608484.5950023,120642,0.00700349170783952,0.00135049588477916,0.00490667137028885,0.0119101630781284,2.42734069174623,7.7357329491223,0.941116885716673,2.82078352561758,3.6800000667572
"Bottrop","bottrop",2000,8475887.80392157,114838.82362098,49608484.5950023,120611,0.00953420183739898,0.00700349170783952,0.0022780123881204,0.0118122142255194,5.18531606198407,7.74712301106291,0.952142206108732,2.71997879207129,1.60600001439452
"Bottrop","bottrop",2005,8905660.98431372,116102.607358881,53122239.5663105,119356,0.00770340040494868,0.00953420183739898,0.00218894695151379,0.00989234735646244,4.51922663069622,7.6896339605155,0.972742110651171,2.79177838388874,0.165999998152255
"Bottrop","bottrop",2010,9138898.93333333,115985.163324943,53122239.5663105,116771,0.00537296739553805,0.00770340040494868,-0.000202413153637875,0.00517055424190019,-25.5445565121253,7.68862189474731,0.993270275367544,2.94338576906357,0.191999998688698
"Bottrop","bottrop",2015,9361509.74117647,116643.660997295,53122239.5663105,117143,0.00368105777122664,0.00537296739553805,0.0011322748727636,0.00481333264399022,4.25102840288426,7.69428326911112,0.995737355175254,2.95334656103741,0.346000009775161
"Bottrop","bottrop",2020,9522002.03529412,115738.346643336,53122239.5663105,117388,0.00495803877403632,0.00368105777122664,-0.00155832879362761,0.00339970998040867,-2.18163842849526,7.68649162514299,0.985947001766249,3.16968554862115,3.50199999809265
"Brandenburg An Der Havel","brandenburganderhavel",1990,5941668.41960784,65356.8444496351,48510802.8122013,NA,0.0090844147460879,NA,0.00139106733739872,0.0104754820834866,7.5305355836157,7.20583093729722,NA,NA,NA
"Brandenburg An Der Havel","brandenburganderhavel",1995,6467552.99607843,66551.7884589522,49512505.2340763,86743,0.0133379216118522,0.0090844147460879,0.00362364970834987,0.0169615713202021,4.68079772752814,7.20351042871554,0.767229499313515,2.80336038090653,-12.3800001144409
"Brandenburg An Der Havel","brandenburganderhavel",2000,7050651.18039216,66996.0816961323,50514220.9274357,78389,0.0159336864347017,0.0133379216118522,0.00133074342797665,0.0172644298626784,12.9735225436569,7.19013451535343,0.85466177264836,2.94021956765618,-14.5020002365112
"Brandenburg An Der Havel","brandenburganderhavel",2005,7295285.42745098,65884.800575141,51194053.2359988,74129,0.0101669386982142,0.0159336864347017,-0.00334527288075118,0.00682166581746303,-2.039195623387,7.16003967254653,0.88878577311364,3.06385809547465,-7.76199998855591
"Brandenburg An Der Havel","brandenburganderhavel",2010,7750312.28627451,65757.0319329492,53197475.75553,71778,0.0124891972275112,0.0101669386982142,-0.000388231248009297,0.0121009659795019,-31.1694796375899,7.1197109468543,0.916116803657795,3.25617163901226,-2.05800004005432
"Brandenburg An Der Havel","brandenburganderhavel",2015,7984443.54117647,65204.0279417306,53197475.75553,71574,0.00764146465640128,0.0124891972275112,-0.00168907392358491,0.00595239073281636,-3.52405578565972,7.11126557723638,0.911001591943033,3.40286263559221,3.14200003594159
"Brandenburg An Der Havel","brandenburganderhavel",2020,8330907.11764706,64068.6530427794,54616916.1291973,72040,0.0120086579520352,0.00764146465640128,-0.00351320661086133,0.00849545134117386,-2.41814737422774,7.06736683721678,0.889348320971396,3.49438410565568,7.47199993133545
"Braunschweig","braunschweig",1990,14838863.3921569,220362.993916504,115036205.754818,NA,0.00548732953548777,NA,0.00518095987435014,0.0106682894098379,2.05913376450846,7.55778452650888,NA,NA,NA
"Braunschweig","braunschweig",1995,15751150.3098039,228109.867505042,118352086.49995,252544,0.00502250504917942,0.00548732953548777,0.00691024578417749,0.0119327508333569,1.72682003014705,7.56391870117876,0.903248018187096,3.32719199025947,-13.6000003814697
"Braunschweig","braunschweig",2000,16613190.0980392,233447.181042884,118352086.49995,245816,0.00603102153884752,0.00502250504917942,0.00462569164495814,0.0106567131838057,2.30380967901766,7.58704715940355,0.949682612372197,3.79997351868752,-15.3340000152588
"Braunschweig","braunschweig",2005,17349821.3215686,235907.722222742,120965603.024169,245273,0.00658007378194821,0.00603102153884752,0.00209697497892386,0.00867704876087212,4.13788855283579,7.5756897673575,0.961816923276277,3.9070104636046,-6.67999997138978
"Braunschweig","braunschweig",2010,18317191.1803922,240808.925587773,126979252.836535,248867,0.00673895233237688,0.00658007378194821,0.00411261162212988,0.0108515639545067,2.63860654775051,7.5477353485028,0.967620960544278,4.089499495226,3.06800003647804
"Braunschweig","braunschweig",2015,19050853.7686274,244970.202225017,127980915.434191,251364,0.004427817948207,0.00673895233237688,0.00342656008689828,0.00785437803510531,2.29220496238695,7.55701070392576,0.974563589953282,4.18433762399144,-23.4419991970062
"Braunschweig","braunschweig",2020,19498045.9803922,243922.620291478,128982589.086535,248561,0.0054975742256959,0.004427817948207,-0.000857106906543122,0.00464046731915275,-5.41410561941293,7.54492889709485,0.981339068846191,4.36957445377211,-4.20799992084503
"Breisgau-Hochschwarzwald","breisgauhochschwarzwald",1990,8971751.70196078,122806.616278495,107695822.483613,NA,0.00539160237850904,NA,0.00669715529048107,0.0120887576689901,1.80505858751287,7.0390553767761,NA,NA,NA
"Breisgau-Hochschwarzwald","breisgauhochschwarzwald",1995,9866031.67058824,130484.191924199,113776534.925797,230839,0.0068751158763291,0.00539160237850904,0.0121282383987725,0.0190033542751016,1.56686846434557,7.04477105902719,0.565260601216427,2.89148227758328,7.75
"Breisgau-Hochschwarzwald","breisgauhochschwarzwald",2000,10643743.2509804,135237.928145566,116335531.019263,240543,0.00801818906454798,0.0068751158763291,0.00715671462856756,0.0151749036931156,2.12037289184924,7.05831241223091,0.562219346002862,2.95021179019104,6.38200006484985
"Breisgau-Hochschwarzwald","breisgauhochschwarzwald",2005,11362424.7294118,137470.913252968,118971521.769236,249535,0.00979258135978133,0.00801818906454798,0.00327533937255037,0.0130679207323317,3.98979136081287,7.05228348212453,0.550908342528974,2.97552958569921,5.60600004196167
"Breisgau-Hochschwarzwald","breisgauhochschwarzwald",2010,12691374.8470588,146047.407118124,126977012.648143,251266,0.010018372258293,0.00979258135978133,0.0121037841081421,0.0221221563664352,1.82770579587203,7.04768048696824,0.581246197727207,3.12148349231527,1.14600001946092
"Breisgau-Hochschwarzwald","breisgauhochschwarzwald",2015,13426379.3647059,149259.790942306,128978368.898143,257343,0.0069083376936628,0.010018372258293,0.00435141515667137,0.0112597528503341,2.58760712203506,7.0537989227155,0.580003306646407,3.32575517552564,4.14599995613097
"Breisgau-Hochschwarzwald","breisgauhochschwarzwald",2020,13978962.345098,150439.061165175,129979049.220408,264867,0.00649247736053471,0.0069083376936628,0.00157394838300631,0.00806642574354103,5.12496205760814,7.05394009434678,0.567979631910261,3.41345530669129,2.09400002956391
"Bremen","bremen",1990,34121488.854902,542992.709956645,218976322.046347,NA,0.00489092233127689,NA,0.0067327183999877,0.0116236407312645,1.72644094713449,7.8158875678703,NA,NA,NA
"Bremen","bremen",1995,36652936.4039216,543816.62219049,224933057.823805,549357,0.0140099967311013,0.00489092233127689,0.000303240823321288,0.0143132375544226,47.2008926689185,7.7905645402951,0.989914795279736,3.46103739399524,-1.58000004291534
"Bremen","bremen",2000,39293600.5607843,533713.990311413,228940524.337477,539403,0.0176640252771618,0.0140099967311013,-0.00375040033159689,0.0139136249455649,-3.70990393434628,7.75415312501928,0.989453136729705,3.5779478720955,-3.04799997806549
"Bremen","bremen",2005,40976153.5137255,540239.783490298,231946109.317946,546852,0.0059551236350559,0.0176640252771618,0.00243059753850092,0.00838572117355684,3.45006568990799,7.75326330622211,0.987908581280306,3.67249593608631,1.94799997806549
"Bremen","bremen",2010,42621515.4823529,541316.776247775,231994983.742946,547340,0.0074754693662567,0.0059551236350559,0.000398312267169063,0.00787378163342574,19.7678612546565,7.75504417518381,0.988995462140124,3.73743153466911,1.89399999380112
"Bremen","bremen",2015,44226386.6862745,549806.120219628,233706132.286631,557464,0.00428026984239276,0.0074754693662567,0.0031122123105123,0.00739248215290504,2.37531421874241,7.76325650517658,0.986263005718088,3.8726582755573,-2.33200001120567
"Bremen","bremen",2020,45221598.5372549,578450.3975709,233706132.286631,566573,-0.0057067741499199,0.00428026984239276,0.0101574184778705,0.00445064432795057,0.43816687651956,7.81404359756594,1.02096357851662,3.8979240655732,-3.14999992847443
"Bremerhaven","bremerhaven",1990,7143872.56078431,117308.674309861,45412522.6461512,NA,0.0199835078973065,NA,-0.00693108720868813,0.0130524206886184,-1.8831707487762,7.85677608546931,NA,NA,NA
"Bremerhaven","bremerhaven",1995,7616573.39215686,117873.338183772,46040664.863377,130400,0.0118539275382557,0.0199835078973065,0.000960388004089565,0.0128143155423453,13.3428525635252,7.84784089696985,0.903936642513588,3.08374315786333,-4.84999990463257
"Bremerhaven","bremerhaven",2000,8141275.47843137,109982.200558903,46616178.6607881,120822,0.0271824762127312,0.0118539275382557,-0.0138584206266071,0.013324055586124,-0.961441129917995,7.76612615614051,0.910282900125,3.20477688501325,-12.9540000915527
"Bremerhaven","bremerhaven",2005,8500463.6,104461.783649115,47618135.3502413,116615,0.0189342169103119,0.0271824762127312,-0.0102994483575107,0.00863476855280118,-0.838371945086204,7.69336289336269,0.895783421078892,3.35130664412743,-5.11599991321564
"Bremerhaven","bremerhaven",2010,8827117.98823529,99907.1397617676,47618135.3502413,113366,0.0164576030258199,0.0189342169103119,-0.00891602912466983,0.00754157390115012,-0.84584446682473,7.64878274773934,0.881279570257111,3.39350119040436,-2.51400002241135
"Bremerhaven","bremerhaven",2015,9135265.9254902,99330.2088302221,47618135.3502413,114025,0.00802102738134316,0.0164576030258199,-0.00115828191484013,0.00686274546650304,-5.9249353534543,7.64299133816514,0.871126584785986,3.47815846989331,-0.423999994993211
"Bremerhaven","bremerhaven",2020,9340896.54509804,103711.041023805,47618135.3502413,113557,-0.004179780064572,0.00802102738134316,0.00863176755447606,0.00445198748990409,0.51576776851405,7.68615017593752,0.913295006241842,3.6152329098394,-0.303999999165535
"Burgenlandkreis","burgen",1990,7586020.07058823,110500.825893611,66273437.6586742,NA,0.0162453205864208,NA,-0.00420342100162788,0.012041899584793,-2.86478551164145,7.41898909577999,NA,NA,NA
"Burgenlandkreis","burgen",1995,8059645.63137255,107296.455112529,64270643.4399242,231315,0.0179979766736817,0.0162453205864208,-0.00588547663023619,0.0121125000434455,-2.05803213646596,7.42024792006533,0.463854290091559,2.47905626169036,-0.990000009536743
"Burgenlandkreis","burgen",2000,8671717.52156863,103257.917545273,64185821.825854,222262,0.0223125962213121,0.0179979766736817,-0.00767313995613917,0.0146394562651729,-1.90788338918021,7.38320284865819,0.464577469586671,2.72457950305342,-2.69600005149841
"Burgenlandkreis","burgen",2005,8799670.3254902,95943.0696686637,62182998.857104,207727,0.0176244616193428,0.0223125962213121,-0.0146949841747384,0.00292947744460443,-0.199352201388578,7.3414286381448,0.461870963662228,2.78932294936639,-8.83999996185304
"Burgenlandkreis","burgen",2010,9007002.18431373,89658.3491047772,61266416.7309398,194195,0.0182073406202566,0.0176244616193428,-0.0135497331113459,0.0046576075089107,-0.343741642040952,7.28852976292812,0.461692366460399,2.98112607471474,-7.61999988555908
"Burgenlandkreis","burgen",2015,9184967.25490196,84701.5272933439,60264995.2953929,184081,0.0152877101415405,0.0182073406202566,-0.0113745384847674,0.00391317165677304,-0.344029048916005,7.24813748630123,0.460131829430218,3.12982604473051,-1.95400011539459
